Player,Pos,School,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,year,Height,Drafted
Rachaad White,RB,Arizona St.,214,4.48,38,0,125,0,4.36,01/01/22,72,1
ZaQuandre White,RB,South Carolina,206,0,0,0,0,0,4.36,01/01/22,72,0
Zamir White,RB,Georgia,214,4.4,33.5,0,128,0,4.36,01/01/22,72,1
Tre Williams,EDGE,Arkansas,253,5.08,26.5,0,104,7.2,4.24,01/01/22,76,0
Damarion Williams,CB,Houston,182,0,34.5,17,118,0,4.36,01/01/22,70,1
Devon Williams,WR,Oregon,210,4.65,33,0,133,0,4.36,01/01/22,77,0
Jameson Williams,WR,Alabama,179,0,0,0,0,0,4.36,01/01/22,74,1
Joshua Williams,CB,Fayetteville St. University,195,4.53,36,0,124,0,4.36,01/01/22,75,1
Kyren Williams,RB,Notre Dame,194,4.65,32,0,116,0,4.36,01/01/22,69,1
Sam Williams,EDGE,Mississippi,261,4.46,32.5,0,123,0,4.36,01/01/22,76,1
Malik Willis,QB,Liberty,219,0,0,0,0,0,4.36,01/01/22,73,1
Garrett Wilson,WR,Ohio St.,183,4.38,36,0,123,0,4.36,01/01/22,72,1
Perrion Winfrey,DT,Oklahoma,290,4.89,0,0,0,0,4.36,01/01/22,76,1
Jelani Woods,TE,Virginia,259,4.61,0,24,0,0,4.36,01/01/22,79,1
JT Woods,S,Baylor,195,4.36,39.5,0,128,0,4.36,01/01/22,74,1
Mike Woods,WR,Oklahoma,204,4.55,34.5,0,125,0,4.36,01/01/22,73,1
Tariq Woolen,CB,Texas-San Antonio,205,4.26,42,0,0,0,4.36,01/01/22,76,1
Alex Wright,DE,Alabama-Birmingham,271,0,0,15,0,0,4.36,01/01/22,77,1
Mykael Wright,CB,Oregon,173,4.57,0,0,0,0,4.36,01/01/22,71,0
Devonte Wyatt,DT,Georgia,304,4.77,29,0,111,0,4.36,01/01/22,75,1
Jalen Wydermyer,TE,Texas A&M,255,0,0,0,0,0,4.36,01/01/22,76,0
Cade York,K,LSU,206,0,0,12,0,0,4.36,01/01/22,73,1
Nick Zakelj,OT,Fordham,316,5.13,28.5,27,110,7.75,4.71,01/01/22,78,1
Bailey Zappe,QB,Western Kentucky,215,4.88,30,0,109,7.19,4.4,01/01/22,73,1
Jonathan Adams,WR,Arkansas St.,210,4.59,39,0,132,7.04,4.38,01/01/21,74,0
Paulson Adebo,CB,Stanford,198,4.45,36.5,18,121,6.69,4.13,01/01/21,73,1
Giles Amos,TE,Arkansas St.,250,5.14,28.5,0,111,7.65,5.13,01/01/21,75,0
Zayne Anderson,LB,BYU,0,4.46,34,11,120,6.78,4.22,01/01/21,74,0
Otis Anderson,RB,Central Florida,179,4.63,36,11,113,7.04,4.38,01/01/21,67,0
Jack Anderson,OL,Texas Tech,314,5.28,29.5,27,105,7.9,4.83,01/01/21,76,1
Dan Archibong,DT,Temple,295,5.35,28.5,28,100,8.16,4.68,01/01/21,77,0
Calvin Ashley,OL,Florida A&M,314,5.49,29,15,105,7,5.1,01/01/21,78,0
Jaytlin Askew,DB,Georgia Tech,180,4.51,35.5,18,125,7.1,4.31,01/01/21,68,0
Tutu Atwell,WR,Louisville,155,4.42,33,0,117,6.89,4.14,01/01/21,68,1
Kayode Awosika,OL,Buffalo,307,5.19,30,28,100,8.15,4.91,01/01/21,75,0
Kawaan Baker,WR,South Alabama,210,4.44,39.5,21,129,7.42,4.41,01/01/21,72,0
Josh Ball,OL,Marshall,308,5.2,27.5,28,106,7.77,4.7,01/01/21,79,1
Aaron Banks,OL,Notre Dame,325,5.32,31,24,100,7.69,4.89,01/01/21,77,1
Cole Banwart,OL,Iowa,298,5.12,27.5,22,103,7.5,4.7,01/01/21,73,0
Christian Barmore,DL,Alabama,310,4.93,0,0,0,0,4.36,01/01/21,76,1
Derrick Barnes,DE,Purdue,238,4.57,37,29,119,0,4.27,01/01/21,72,1
Carlos Basham,DL,Wake Forest,274,4.64,34,20,122,7.13,4.25,01/01/21,75,1
Rashod Bateman,WR,Minnesota,190,4.39,36,0,123,0,4.36,01/01/21,72,1
John Bates,TE,Boise St.,250,4.84,31.5,19,120,6.85,4.35,01/01/21,77,0
Adam Bay,LS,Wisconsin,240,5.27,26,14,100,7.65,4.56,01/01/21,71,0
Tavante Beckett,LB,Marshall,220,4.78,31,18,106,7.34,4.58,01/01/21,70,0
Chase Behrndt,OL,West Virginia,324,5.55,24.5,25,101,8.21,4.93,01/01/21,75,0
Shaun Beyer,TE,Iowa,250,4.78,31.5,0,119,0,4.2,01/01/21,76,0
Tarik Black,WR,Texas,213,4.54,40,15,132,6.91,4.26,01/01/21,74,0
Josh Blancato,WR,Georgia Tech,182,4.55,32,17,124,6.9,4.31,01/01/21,69,0
Joshuah Bledsoe,S,Missouri,0,0,0,0,0,0,4.36,01/01/21,74,1
Quinton Bohanna,DL,Kentucky,327,5.46,29,0,99,8.21,5.15,01/01/21,76,0
Nick Bolton,LB,Missouri,237,4.6,32,24,0,7.4,4.5,01/01/21,71,1
Ian Book,QB,Notre Dame,211,4.65,32.5,0,115,6.99,4.19,01/01/21,72,1
Dicaprio Bootle,CB,Nebraska,180,4.38,36.5,16,126,6.77,4.03,01/01/21,69,0
Tuf Borland,LB,Ohio St.,229,4.98,32.5,15,109,7.17,4.29,01/01/21,72,0
Larry Borom,OL,Missouri,322,5.12,31,0,0,0,4.36,01/01/21,77,1
Rakeem Boyd,RB,Arkansas,213,4.7,32.5,6,98,7.22,4.38,01/01/21,71,0
Michael Boykin,DL,Louisville,291,4.88,32,24,110,7.69,4.58,01/01/21,77,0
William Bradley-King,OLB,Baylor,252,4.74,34.5,0,119,7.14,4.26,01/01/21,75,1
Brady Breeze,S,Oregon,197,4.55,38,20,120,7.05,4.22,01/01/21,71,1
Gary Brightwell,RB,Arizona,218,4.62,34.5,17,118,7.51,4.48,01/01/21,70,1
K.J. Britt,LB,Auburn,235,4.76,32.5,24,118,7.38,4.4,01/01/21,72,1
Josiah Bronson,DL,Washington,304,5.08,30,27,101,7.63,4.72,01/01/21,74,0
Chris Brown,DB,Texas,191,4.55,36,15,118,6.85,4.18,01/01/21,70,0
Earnest Brown,DE,Northwestern,270,5.01,31,25,115,7.19,4.5,01/01/21,76,0
Kimere Brown,CB,Temple,175,4.57,32.5,0,124,7.37,4.32,01/01/21,71,0
Deonte Brown,OL,Alabama,344,0,27,0,0,0,4.36,01/01/21,75,1
Dyami Brown,WR,North Carolina,189,4.46,35,18,128,6.87,4.35,01/01/21,72,1
Shakur Brown,CB,Michigan St.,185,4.61,35.5,17,116,7.08,4.23,01/01/21,69,0
Tre Brown,CB,Oklahoma,185,4.42,38,13,123,7.11,4.27,01/01/21,69,1
Amon-Ra St. Brown,WR,USC,197,4.51,38.5,20,127,6.88,4.17,01/01/21,71,1
Baron Browning,LB,Ohio St.,245,4.58,40,23,130,6.78,4.23,01/01/21,74,1
John Brunner,OL,North Texas,194,0,32.5,11,121,6.77,4.3,01/01/21,74,0
Calvin Bundage,LB,Oklahoma St.,221,4.81,31.5,14,116,7.31,4.43,01/01/21,73,0
Lorenzo Burns,CB,Arizona,183,4.56,33.5,14,123,7.55,4.51,01/01/21,70,0
Eric Burrell,S,Wisconsin,197,4.73,35.5,8,124,7.21,4.26,01/01/21,71,0
Wesley Burris,LS,Kansas St.,203,5.3,30,12,102,7.51,4.74,01/01/21,69,0
Jake Burton,OL,Baylor,303,5.49,26,22,100,8.22,4.97,01/01/21,77,0
Camryn Bynum,CB,California,196,4.58,34,0,129,6.99,4.1,01/01/21,72,1
Jalen Camp,WR,Georgia Tech,226,4.48,39.5,29,125,7,4.14,01/01/21,73,0
Donavaughn Campbell,OL,Louisiana Tech,336,5.62,22,0,93,8.34,5.15,01/01/21,76,0
Kyree Campbell,DL,Florida,287,5.46,25,0,98,7.96,5.02,01/01/21,74,0
Tyson Campbell,DB,Georgia,193,4.4,34.5,12,124,7.15,4.45,01/01/21,73,1
Joseph Carlson,K,Air Force,175,0,0,0,0,0,4.36,01/01/21,72,0
Jackson Carman,OT,Clemson,317,0,0,0,0,0,4.36,01/01/21,76,1
Tory Carter,FB,LSU,229,4.86,35.5,24,112,7.21,4.38,01/01/21,72,0
Michael Carter,RB,North Carolina,201,4.5,34,16,119,6.81,3.98,01/01/21,67,1
J.C. Chalk,TE,Clemson,250,5.18,28.5,15,106,7.83,4.72,01/01/21,74,0
Ja'Marr Chase,WR,LSU,201,4.34,41,0,132,6.96,3.99,01/01/21,72,1
Ramaud Chiaokhiao-Bowman,WR,Northwestern,204,4.78,34.5,11,119,6.78,4.2,01/01/21,73,0
Drue Chrisman,P,Ohio St.,209,0,0,0,0,0,4.36,01/01/21,74,0
Brady Christensen,OL,BYU,0,0,34,30,124,0,4.36,01/01/21,74,1
Andre Cisco,DB,Syracuse,0,0,0,17,0,0,4.36,01/01/21,74,1
Mallory Claybourne,CB,Coastal Carolina,191,4.57,33,12,116,7.37,4.32,01/01/21,69,0
Ben Cleveland,OL,Georgia,343,5.05,28,30,102,0,4.88,01/01/21,78,1
Riley Cole,LB,South Alabama,240,4.72,0,26,0,7.46,4.35,01/01/21,74,0
Nico Collins,WR,Michigan,215,4.43,37.5,14,125,6.78,4.29,01/01/21,76,1
Zaven Collins,LB,Tulsa,259,4.67,35,19,122,0,4.36,01/01/21,76,1
Nolan Cooney,P,Syracuse,195,0,0,0,0,0,4.36,01/01/21,74,0
Jonathon Cooper,DE,Ohio St.,253,4.69,33,28,108,6.99,4.31,01/01/21,74,1
Samuel Cosmi,OL,Texas,314,4.87,30,36,117,7.35,4.39,01/01/21,77,1
Seth Cottengim,S,Arkansas St.,230,0,28.5,0,0,0,4.36,01/01/21,71,0
Jabril Cox,LB,LSU,232,0,0,0,0,0,4.36,01/01/21,75,1
Damonte Coxie,WR,Memphis,198,4.77,30.5,4,122,6.92,4.45,01/01/21,74,0
Tyler Coyle,LB,Purdue,209,4.38,39,24,133,7.14,4,01/01/21,73,0
Jack Crane,K,Wake Forest,193,0,0,0,0,0,4.36,01/01/21,73,0
Daniel Crawford,TE,Northern Illinois,245,4.7,32.5,14,113,7.19,4.45,01/01/21,73,0
Shaun Crawford,S,Notre Dame,182,4.55,35,12,116,6.7,4.13,01/01/21,69,0
Harry Crider,OL,Indiana,307,5.25,27,31,102,7.63,4.68,01/01/21,74,0
Jake Curhan,OL,California,316,5.45,24,15,102,8.07,4.84,01/01/21,77,0
David Curry,LB,Georgia Tech,227,0,0,0,0,0,4.36,01/01/21,73,0
Drew Dalman,C,Stanford,299,5.11,33,33,109,7.33,4.52,01/01/21,75,1
DJ Daniel,DB,Georgia,195,4.62,31,11,119,7.02,4.12,01/01/21,71,0
Frank Darby,WR,Arizona St.,201,4.56,34.5,19,117,7.05,4.25,01/01/21,72,1
Jaelon Darden,WR,North Texas,174,4.47,35.5,0,122,6.66,3.98,01/01/21,67,1
Corey Dauphine,RB,Tulane,198,4.71,30,14,117,7.4,4.53,01/01/21,71,0
Zach Davidson,TE,Central Missouri St.,245,4.58,37.5,17,117,6.95,4.19,01/01/21,78,0
Brady Davis,QB,Memphis,0,4.65,31,0,114,7.06,4.2,01/01/21,74,0
Jamin Davis,LB,Kentucky,234,4.47,42,0,132,0,4.36,01/01/21,75,1
Shawn Davis,DB,Florida,202,0,39.5,17,128,0,4.36,01/01/21,70,1
Wyatt Davis,OL,Ohio St.,315,0,0,25,0,0,4.36,01/01/21,75,1
Divine Deablo,DB,Virginia Tech,226,4.42,34,19,126,7.12,4.4,01/01/21,75,1
Bryson Denley,RB,Bowling Green,189,4.56,27.5,13,110,7.25,4.57,01/01/21,67,0
Jon Dietzen,OL,Wisconsin,312,5.32,27,19,106,7.64,4.85,01/01/21,76,0
Victor Dimukeje,DE,Duke,262,4.87,34.5,28,115,7.25,4.35,01/01/21,73,1
Brett DioGuardi,LS,Florida,234,5.48,24.5,0,98,7.88,4.95,01/01/21,75,0
Gerrid Doaks,RB,Cincinnati,228,4.58,39.5,19,120,7.2,4.27,01/01/21,71,0
Max Duffy,P,Kentucky,196,0,0,0,0,0,4.36,01/01/21,72,0
DeVontres Dukes,WR,South Florida,216,4.81,33,16,122,7.07,4.41,01/01/21,75,0
Keith Duncan,K,Iowa,176,0,0,0,0,0,4.36,01/01/21,74,0
Isaiah Dunn,DB,Oregon St.,189,4.39,35.5,13,127,6.93,4.21,01/01/21,71,0
Wes Dvorak,DB,Iowa,198,4.52,41.5,0,132,6.94,4.33,01/01/21,71,0
Brennan Eagles,WR,Texas,225,4.55,36.5,0,125,6.93,4.42,01/01/21,75,0
Adrian Ealy,OL,Oklahoma,321,5.42,24.5,18,104,8.82,4.87,01/01/21,78,0
Brandin Echols,DB,Kentucky,179,4.34,42.5,13,136,6.84,4.12,01/01/21,70,0
Sam Ehlinger,QB,Texas,220,4.84,36.5,0,114,7.15,4.44,01/01/21,73,1
Liam Eichenberg,OL,Notre Dame,306,0,26.5,33,105,7.53,4.58,01/01/21,78,1
Milo Eifler,LB,Illinois,228,4.58,37.5,14,126,7.15,4.35,01/01/21,74,0
D'Wayne Eskridge,WR,West. Michigan,190,4.38,35,0,124,6.93,4.22,01/01/21,68,1
Dorian Etheridge,LB,Louisville,233,4.87,35,0,121,7.25,4.47,01/01/21,73,0
Travis Etienne,RB,Clemson,215,4.45,33.5,18,128,0,4.36,01/01/21,70,1
Chris Evans,RB,Michigan,211,4.5,40.5,20,127,6.83,4.12,01/01/21,71,1
Dillon Faamatau,DL,Oklahoma,280,5.35,24.5,22,100,8.58,5.15,01/01/21,75,0
Austin Faoliu,DT,Oregon,287,0,0,0,0,0,4.36,01/01/21,75,0
Matt Farniok,OL,Nebraska,311,5.2,33,28,105,7.14,4.8,01/01/21,77,0
Luke Farrell,TE,Ohio St.,251,4.79,36.5,22,118,7.14,4.36,01/01/21,77,1
Simi Fehoko,WR,Stanford,222,4.44,34.5,16,120,6.78,4.26,01/01/21,75,1
Demetric Felton,RB,UCLA,189,4.55,0,0,0,0,4.36,01/01/21,68,1
Parker Ferguson,OT,Air Force,306,5.19,31,24,105,7.75,4.9,01/01/21,75,0
Justin Fields,QB,Ohio St.,227,4.45,0,0,0,0,4.36,01/01/21,74,1
Tony Fields,LB,West Virginia,222,4.64,34,17,114,7.15,4.48,01/01/21,72,1
Paddy Fisher,LB,Northwestern,240,4.91,31.5,20,110,7,4.47,01/01/21,75,0
Dez Fitzpatrick,WR,Louisville,208,4.43,35,0,0,7.09,4.26,01/01/21,73,1
Thomas Fletcher,LS,Alabama,0,0,0,0,0,0,4.36,01/01/21,74,0
Paris Ford,DB,Pittsburgh,197,4.85,28.5,0,110,7.44,4.45,01/01/21,72,0
Darrick Forrest,S,Cincinnati,206,4.42,39,21,132,6.91,4.23,01/01/21,71,1
Miller Forristall,TE,Alabama,0,0,0,0,0,0,4.36,01/01/21,74,0
Stone Forsythe,OL,Florida,307,5.14,27.5,25,103,7.47,4.65,01/01/21,80,1
Feleipe Franks,QB,Arkansas,234,4.61,32.5,0,117,7.16,4.22,01/01/21,78,0
Pat Freiermuth,TE,Penn St.,251,0,0,26,0,0,4.36,01/01/21,77,1
Will Fries,OL,Penn St.,309,5.37,31,24,115,7.77,4.53,01/01/21,78,1
Jake Funk,RB,Maryland,204,4.49,38,22,122,6.71,4.12,01/01/21,70,1
Kenneth Gainwell,RB,Memphis,201,4.42,0,21,0,0,4.36,01/01/21,74,1
Bailey Gaither,WR,San Jose St.,188,4.45,31,9,121,7.07,4.39,01/01/21,72,0
Blake Gallagher,LB,Northwestern,228,4.83,31.5,27,107,7.23,4.4,01/01/21,71,0
Mark Gilbert,CB,Duke,186,4.47,36,13,130,7.05,4.37,01/01/21,72,0
Tyree Gillespie,S,Missouri,0,4.38,0,15,0,7.06,4.36,01/01/21,74,1
Chauncey Golston,DL,Iowa,269,4.79,36,0,119,7.52,4.65,01/01/21,76,1
Tay Gowan,DB,Central Florida,186,4.44,35.5,13,118,6.88,4.25,01/01/21,72,1
Ta'Quon Graham,DL,Texas,292,4.89,32.5,32,113,7.31,4.68,01/01/21,75,1
Richie Grant,DB,Central Florida,197,4.49,34.5,12,129,6.78,4.27,01/01/21,71,1
Noah Gray,TE,Duke,240,4.55,35,15,115,6.83,4.37,01/01/21,75,1
Kendrick Green,OL,Illinois,305,4.89,35.5,25,119,7.79,4.67,01/01/21,73,1
Trevon Grimes,WR,Florida,220,4.49,35,15,118,6.98,4.28,01/01/21,76,0
Garrett Groshek,RB,Wisconsin,217,4.64,33.5,17,115,7.08,4.32,01/01/21,71,0
Robert Hainsey,OL,Notre Dame,306,5.2,27.5,32,104,7.58,4.63,01/01/21,76,1
Darren Hall,CB,San Diego St.,188,4.47,38.5,16,132,7.07,4.28,01/01/21,71,1
Damar Hamlin,DB,Pittsburgh,200,4.6,35,18,118,6.93,4.4,01/01/21,72,1
Mike Hampton,DB,South Florida,186,0,0,22,0,0,4.36,01/01/21,71,0
Noah Hannon,OL,Appalachian St.,238,5.15,29.5,15,108,7.37,4.68,01/01/21,72,0
Adrian Hardy,WR,Louisiana Tech,205,4.61,37.5,12,124,6.96,4.5,01/01/21,73,0
Bryce Hargrove,OL,Pittsburgh,310,5.46,27,26,97,8.06,5.03,01/01/21,75,0
Darius Harper,OL,Cincinnati,300,5.05,30.5,16,105,7.7,4.54,01/01/21,78,0
Scooter Harrington,TE,Stanford,250,5.19,29,0,105,7.2,4.53,01/01/21,76,0
Jacob Harris,WR,Central Florida,219,4.39,40.5,15,133,6.54,4.31,01/01/21,77,0
Jaylen Harris,WR,Ohio St.,170,4.77,30.5,8,109,7.37,4.5,01/01/21,68,0
Pressley Harvin,P,Georgia Tech,263,0,0,14,0,0,4.36,01/01/21,71,0
Blake Haubeil,K,Ohio St.,233,0,0,0,0,0,4.36,01/01/21,75,0
Jake Hausmann,TE,Ohio St.,242,4.98,29.5,16,112,7.65,4.44,01/01/21,76,0
Javian Hawkins,RB,Louisville,183,4.46,36,0,116,6.98,4.23,01/01/21,68,0
Daelin Hayes,DL,Notre Dame,253,4.71,32.5,26,119,7.17,4.29,01/01/21,75,1
Damon Hazelton,WR,Missouri,0,4.6,37.5,0,0,0,4.36,01/01/21,74,0
Jack Heflin,DL,Iowa,304,5.3,29,0,104,7.61,4.36,01/01/21,74,0
Brett Heggie,OL,Florida,310,5.5,26,21,105,7.66,4.69,01/01/21,76,0
Justin Henderson,RB,Louisiana Tech,220,4.65,32,26,118,7.22,4.59,01/01/21,67,0
Khalil Herbert,RB,Virginia Tech,210,4.46,33,22,115,6.96,4.31,01/01/21,68,1
Grant Hermanns,OL,Purdue,300,0,27,29,107,7.76,4.81,01/01/21,79,0
Malik Herring,DL,Georgia,283,0,0,0,0,0,4.36,01/01/21,75,0
Kylin Hill,RB,Mississippi St.,214,4.51,36,22,122,7.13,4.35,01/01/21,70,1
Trey Hill,OL,Georgia,319,5.5,0,0,0,0,4.36,01/01/21,75,1
Justin Hilliard,LB,Ohio St.,229,4.81,34.5,27,114,7.2,4.34,01/01/21,72,0
Nate Hobbs,DB,Illinois,196,4.48,40.5,17,135,6.85,4.17,01/01/21,71,0
Darius Hodge,DL,Marshall,248,4.73,38.5,26,127,7.16,4.67,01/01/21,72,0
Jevon Holland,S,Oregon,207,4.48,35.5,19,126,0,4.14,01/01/21,72,1
Jaycee Horn,DB,South Carolina,205,4.39,41.5,19,133,0,4.36,01/01/21,72,1
Phil Hoskins,DT,Kentucky,313,5.23,30.5,20,103,7.87,4.85,01/01/21,76,0
Chuba Hubbard,RB,Oklahoma St.,210,4.48,36,20,120,7.24,4.26,01/01/21,72,1
Wyatt Hubert,DE,Kansas St.,258,4.93,32.5,0,110,7.03,4.28,01/01/21,74,1
James Hudson,OL,Cincinnati,313,5.27,28.5,22,98,8.05,4.79,01/01/21,76,1
Talanoa Hufanga,S,USC,0,4.65,0,0,0,0,4.36,01/01/21,74,1
Justin Hughes,LB,Kansas St.,227,5.02,28.5,24,104,7.37,4.84,01/01/21,72,0
Creed Humphrey,OL,Oklahoma,302,5.11,33,29,112,7.5,4.49,01/01/21,76,1
Sadarius Hutcherson,OL,South Carolina,321,4.95,0,36,0,0,4.36,01/01/21,74,0
Josh Imatorbhebhe,WR,Illinois,218,4.53,46.5,24,134,7.1,4.38,01/01/21,72,0
Alaric Jackson,OL,Iowa,321,5.2,25,0,103,7.7,4.36,01/01/21,78,0
Deon Jackson,RB,Duke,218,4.41,36,18,123,7.15,4.37,01/01/21,71,0
Drake Jackson,C,Kentucky,293,0,31,0,0,0,4.36,01/01/21,73,0
Tarron Jackson,DE,Coastal Carolina,254,4.68,29,25,118,7.45,4.51,01/01/21,74,1
Warren Jackson,WR,Colorado St.,219,4.68,33.5,0,123,7.81,4.53,01/01/21,78,0
Jerry Jacobs,DB,Arkansas,208,4.53,34.5,20,120,6.95,4.33,01/01/21,70,0
Brenden Jaimes,OL,Nebraska,298,0,30.5,25,112,7.5,4.51,01/01/21,77,1
Shemar Jean-Charles,DB,Appalachian St.,184,4.47,35,19,124,7.19,4.27,01/01/21,70,0
Jermar Jefferson,RB,Oregon St.,206,4.57,31,13,115,7.38,4.38,01/01/21,70,1
Teven Jenkins,OL,Oklahoma St.,317,5.01,32.5,36,106,7.72,4.66,01/01/21,77,1
Adam Jewell,OL,Air Force,289,5.37,27.5,0,107,0,4.36,01/01/21,74,0
Sterling Johnson,DL,Coastal Carolina,288,5.22,28,25,103,7.56,4.81,01/01/21,75,0
Jerome Johnson,DL,Indiana,296,5.12,27.5,21,113,7.7,4.66,01/01/21,74,0
Jamar Johnson,DB,Indiana,205,4.58,35,17,122,7.22,4.41,01/01/21,74,1
Josh Johnson,RB,La-Monroe,209,4.61,35.5,22,115,7.16,4.4,01/01/21,68,0
Johnathon Johnson,WR,Missouri,0,0,0,0,0,0,4.36,01/01/21,74,0
Mustafa Johnson,DE,Colorado,280,0,29,27,103,7.18,4.51,01/01/21,72,0
Patrick Johnson,DE,Tulane,240,4.59,35,16,119,6.97,4.41,01/01/21,78,1
Zeandae Johnson,DE,California,270,4.89,27.5,22,108,0,4.36,01/01/21,75,0
Jamal Jones,RB,Arkansas St.,198,4.67,28,23,112,7.39,4.65,01/01/21,66,0
Ernest Jones,LB,South Carolina,230,4.65,38.5,0,0,0,4.36,01/01/21,73,1
Mac Jones,QB,Alabama,217,4.72,32,0,116,7.04,4.39,01/01/21,74,1
Naquan Jones,DT,Michigan St.,313,5.42,25,20,100,0,4.9,01/01/21,75,0
Patrick Jones,DL,Pittsburgh,261,4.85,31.5,22,107,0,4.36,01/01/21,76,1
Robert Jones,OL,Middle Tenn. St.,319,5.36,0,0,0,0,4.36,01/01/21,76,0
Brevin Jordan,TE,Miami (FL),247,4.64,31,17,116,0,4.36,01/01/21,74,1
Kelvin Joseph,DB,Kentucky,197,4.34,35,0,128,7.21,4.22,01/01/21,71,1
Terrace Marshall Jr.,WR,LSU,205,4.4,39,19,125,0,4.36,01/01/21,74,0
Asante Samuel Jr.,DB,Florida St.,180,4.45,35,12,124,6.95,4.13,01/01/21,70,0
Thomas Graham Jr.,CB,Oregon,192,4.49,34.5,13,121,7.08,4.21,01/01/21,70,0
Kary Vincent Jr.,CB,LSU,185,4.36,35.5,8,117,0,4.36,01/01/21,69,1
Hunter Kampmoyer,TE,Oregon,243,4.83,31,21,113,7.28,4.54,01/01/21,76,0
Xavier Kelly,DL,Arkansas,306,5.17,27,27,99,0,4.36,01/01/21,76,0
Alex Kessman,K,Pittsburgh,189,0,0,0,0,0,4.36,01/01/21,74,0
Devon Key,DB,Western Kentucky,208,4.56,38,20,123,7.13,4.15,01/01/21,71,0
Cameron Kinley,CB,Navy,197,4.52,33,10,116,7.06,4.25,01/01/21,72,0
Logan Klusman,LS,Kansas,235,5.16,31.5,0,110,7.65,4.65,01/01/21,72,0
Brenden Knox,RB,Marshall,215,4.67,35,23,112,7.19,4.39,01/01/21,70,0
Ben Knutson,OL,Tulane,301,5.27,24,12,99,8.01,4.85,01/01/21,79,0
Malcolm Koonce,DE,Buffalo,249,0,0,0,0,0,4.36,01/01/21,74,1
Tommy Kraemer,OL,Notre Dame,309,0,0,0,0,0,4.36,01/01/21,77,0
Adam Krumholz,WR,Wisconsin,193,4.6,35.5,11,118,7.03,4.28,01/01/21,72,0
Bruno Labelle,TE,Cincinnati,247,4.73,36,19,123,7.36,4.43,01/01/21,76,0
Trey Lance,QB,North Dakota St.,224,0,0,0,0,0,4.36,01/01/21,75,1
Cole Van Lanen,OL,Wisconsin,305,5.11,30,22,107,7.34,4.64,01/01/21,76,1
Nolan Laufenberg,OL,Air Force,312,5.34,29.5,0,105,7.7,4.77,01/01/21,76,0
Trevor Lawrence,QB,Clemson,213,0,0,0,0,0,4.36,01/01/21,77,1
Alex Leatherwood,OL,Alabama,312,4.96,34.5,0,118,0,4.36,01/01/21,77,1
Richard LeCounte,DB,Georgia,196,4.79,32.5,0,128,7.44,4.49,01/01/21,70,1
Riley Lees,WR,Northwestern,192,4.47,35,7,119,6.78,4.16,01/01/21,71,0
Deommodore Lenoir,CB,Oregon,199,4.48,34.5,15,121,7.02,4.35,01/01/21,70,1
Walker Little,OT,Stanford,313,5.3,29.5,24,111,7.44,4.59,01/01/21,79,1
Jeremiah Littles,DL,South Alabama,278,5.15,26,17,98,7.9,4.87,01/01/21,72,0
Roy Lopez,DL,Arizona,304,5.19,31,36,105,7.39,4.51,01/01/21,73,0
Isaiahh Loudermilk,DE,Wisconsin,274,5.08,28.5,21,112,7.52,4.55,01/01/21,78,1
Blake Lynch,K,Kansas St.,144,0,0,0,0,0,4.36,01/01/21,64,0
Artayvious Lynn,TE,TCU,271,0,0,0,0,0,4.36,01/01/21,76,0
Branden Mack,WR,Temple,217,4.66,31,11,115,7.13,4.37,01/01/21,77,0
CJ Marable,RB,Coastal Carolina,195,4.59,36,17,116,7.25,4.39,01/01/21,66,0
Jonathan Marshall,DL,Arkansas,310,4.88,32,36,114,0,4.36,01/01/21,75,0
Ben Mason,TE,Michigan,246,4.73,37.5,29,117,6.96,4.42,01/01/21,74,0
Mac McCain,DB,North Carolina A&T,186,4.45,35.5,13,123,6.94,4.12,01/01/21,71,0
Khalil McClain,WR,Troy,214,4.7,32,15,114,7.72,4.5,01/01/21,74,0
Jaylon McClain-Sapp,DB,Marshall,183,4.49,41,14,125,7.21,4.46,01/01/21,69,0
Nick McCloud,CB,Notre Dame,193,4.45,34,12,0,6.88,4.16,01/01/21,72,0
Sandon McCoy,RB,Army,215,4.78,32,18,114,7.47,4.56,01/01/21,70,0
Greg McCrae,RB,Central Florida,182,4.57,37.5,0,124,6.89,4.34,01/01/21,69,0
Tre' McKitty,TE,Georgia,247,0,0,0,0,0,4.36,01/01/21,76,1
Romeo McKnight,DE,Charlotte,252,4.98,38,0,118,7.06,4.2,01/01/21,76,0
Isaiah McKoy,WR,Kent St.,200,4.68,29.5,12,114,7.09,4.36,01/01/21,74,0
Racey McMath,WR,LSU,217,4.36,34,0,124,7.38,4.38,01/01/21,74,1
Joshua McMillon,LB,Alabama,0,0,0,0,0,0,4.36,01/01/21,74,0
Zech McPhearson,DB,Texas Tech,191,4.48,40.5,14,130,6.88,4,01/01/21,70,0
Evan McPherson,K,Florida,185,0,0,0,0,0,4.36,01/01/21,71,0
Trae Meadows,DB,Western Kentucky,183,4.65,29,6,118,7.3,4.39,01/01/21,72,0
Quinn Meinerz,OL,Wisconsin–Whitewater,320,4.99,32,0,111,7.54,4.58,01/01/21,74,1
Ifeatu Melifonwu,DB,Syracuse,205,4.48,41.5,16,134,7.01,4.34,01/01/21,74,1
Jordan Meredith,OL,Western Kentucky,302,5.11,32,25,109,7.41,4.62,01/01/21,74,0
